# not necessarily q              
#H2J6  1071.4988230 0.009938600 1.450E9  2.01588 -0.00303240  ! L  4 P(6)   2 
#H2J4  1070.9005450 0.009626390 1.536E9  2.01588  0.00401739  ! L  3 R(4)   2 
#H2J3  1070.1408800 0.007538280 1.536E9  2.01588  0.00492550  ! L  3 P(3)   1b
#H2J3  1067.4785540 0.010042100 1.536E9  2.01588  0.00718891  ! L  3 R(3)   1a
#H2J6  1066.9070880 0.012302600 1.450E9  2.01588  0.00072530  ! L  4 R(6)   2 
#H2J2  1066.9006790 0.007090450 1.536E9  2.01588  0.00789541  ! L  3 P(2)   1a
#H2J5  1065.5966180 0.009900060 1.450E9  2.01588  0.00220871  ! L  4 P(5)   1b
#H2J2  1064.9948120 0.010648200 1.536E9  2.01588  0.00952560  ! L  3 R(2)   1a
#H2J1  1064.6053860 0.005941380 1.536E9  2.01588  0.01000951  ! L  3 P(1)   1a
#H2J1  1063.4601440 0.011902400 1.536E9  2.01588  0.01099293  ! L  3 R(1)   1a
#H2J7  1063.2888330 0.011307800 1.300E9  2.01588  0.00102254  ! L  6 P(7)   2 
#H2J0  1062.8821370 0.017895200 1.536E9  2.01588  0.01156759  ! L  3 R(0)   1a
#H2J5  1061.6972330 0.012605900 1.450E9  2.01588  0.00543822  ! L  4 R(5)   2 
#H2J4  1060.5810310 0.009793640 1.450E9  2.01588  0.00674295  ! L  4 P(4)   1b
#H2J6  1058.3183800 0.011112200 1.370E9  2.01588  0.00214153  ! L  5 P(6)   2 
#H2J4  1057.3807430 0.012937200 1.450E9  2.01588  0.00941815  ! L  4 R(4)   2 
#H2J3  1056.4714360 0.009555670 1.450E9  2.01588  0.01051153  ! L  4 P(3)   1b
#H2J6  1053.9987370 0.015004500 1.370E9  2.01588  0.00564897  ! L  5 R(6)   2 
#H2J3  1053.9760970 0.013356900 1.450E9  2.01588  0.01261209  ! L  4 R(3)   1a
#H2J2  1053.2842650 0.009022230 1.450E9  2.01588  0.01346322  ! L  4 P(2)   1b
#H2J5  1052.4970070 0.011079400 1.370E9  2.01588  0.00736695  ! L  5 P(5)   1b
#H2J2  1051.4985730 0.014030300 1.450E9  2.01588  0.01497399  ! L  4 R(2)   1a
#H2J7  1051.0715340 0.010486600 1.200E9  2.01588  0.00535938  ! L  7 P(7)   2 
#H2J1  1051.0325270 0.007601530 1.450E9  2.01588  0.01555697  ! L  4 P(1)   1a
#H2J1  1049.9597630 0.015549400 1.450E9  2.01588  0.01646751  ! L  4 R(1)   1a
#H2J0  1049.3674390 0.023192900 1.450E9  2.01588  0.01706801  ! L  4 R(0)   1a
#H2J5  1048.8299460 0.015227700 1.370E9  2.01588  0.01037564  ! L  5 R(5)   2 
#H2J4  1047.5518740 0.010990200 1.370E9  2.01588  0.01188511  ! L  5 P(4)   1b
#H2J6  1045.8043040 0.011304600 1.300E9  2.01588  0.00687799  ! L  6 P(6)   2 
#H2J4  1044.5432630 0.015483900 1.370E9  2.01588  0.01437358  ! L  5 R(4)   2 
#H2J3  1043.5031940 0.010767200 1.370E9  2.01588  0.01563663  ! L  5 P(3)   1b
#H2J6  1041.7328170 0.016844300 1.300E9  2.01588  0.01014630  ! L  6 R(6)   2 
#H2J3  1041.1589170 0.015846400 1.370E9  2.01588  0.01758824  ! L  5 R(3)   1a
#H2J2  1040.3673280 0.010222800 1.370E9  2.01588  0.01856997  ! L  5 P(2)   1b
#H2J5  1040.0586820 0.011303400 1.300E9  2.01588  0.01208886  ! L  6 P(5)   2 
#H2J7  1039.7737040 0.000633991 1.180E9  2.01588 -0.01356055  ! W  0 P(7)   2 
#H2J7  1039.2104170 0.023255000 1.140E9  2.01588 -0.00116452  ! L  8 P(7)   2 
#H2J2  1038.6902670 0.016503000 1.370E9  2.01588  0.01997239  ! L  5 R(2)   1a
#H2J1  1038.1571330 0.008660570 1.370E9  2.01588  0.02064400  ! L  5 P(1)   1a
#H2J1  1037.1499220 0.018134200 1.370E9  2.01588  0.02148875  ! L  5 R(1)   1a
#H2J5  1036.6045700 0.016965200 1.300E9  2.01588  0.01488993  ! L  6 R(5)   2 
#H2J0  1036.5458060 0.026833700 1.370E9  2.01588  0.02211196  ! L  5 R(0)   1a
#H2J7  1035.4266790 0.023945700 1.180E9  2.01588 -0.02021825  ! W  0 Q(7)   2 
#H2J4  1035.1825100 0.011265700 1.300E9  2.01588  0.01659124  ! L  6 P(4)   2 
#H2J6  1033.9178400 0.010460600 1.200E9  2.01588  0.01120261  ! L  7 P(6)   2 
#H2J4  1032.3509570 0.017120300 1.300E9  2.01588  0.01890632  ! L  6 R(4)   2 
#H2J3  1031.1926020 0.011110200 1.300E9  2.01588  0.02032577  ! L  6 P(3)   1b
#H2J6  1030.0735750 0.017934000 1.200E9  2.01588  0.01424573  ! L  7 R(6)   2 
#H2J3  1028.9855770 0.017388400 1.300E9  2.01588  0.02214038  ! L  6 R(3)   2 
#H2J7  1028.4113760 0.008758610 1.070E9  2.01588  0.01290853  ! L  9 P(7)   2 
#H2J5  1028.2474910 0.010468400 1.200E9  2.01588  0.01639930  ! L  7 P(5)   2 
#H2J2  1028.1060910 0.010629800 1.300E9  2.01588  0.02324105  ! L  6 P(2)   1b
#H2J2  1026.5280830 0.017965600 1.300E9  2.01588  0.02454448  ! L  6 R(2)   2 
#H2J1  1025.9351690 0.009094300 1.300E9  2.01588  0.02529614  ! L  6 P(1)   1a
#H2J5  1024.9894370 0.018009300 1.200E9  2.01588  0.01900700  ! L  7 R(5)   2 
#H2J1  1024.9879030 0.019575200 1.300E9  2.01588  0.02608105  ! L  6 R(1)   1a
#H2J6  1024.7339630 0.011960900 1.180E9  2.01588 -0.01995118  ! W  0 P(6)   2 
#H2J0  1024.3739540 0.028708500 1.300E9  2.01588  0.02672449  ! L  6 R(0)   1a
#H2J4  1023.4368010 0.010492400 1.200E9  2.01588  0.02088590  ! L  7 P(4)   1b
#H2J6  1022.5859160 0.012559200 1.140E9  2.01588  0.01498634  ! L  8 P(6)   2 
#H2J6  1021.2094580 0.023905100 1.180E9  2.01588 -0.01674587  ! W  0 Q(6)   2 
#H2J5  1020.7991530 0.012745400 1.180E9  2.01588 -0.01647897  ! W  0 P(5)   1b
#H2J4  1020.7666500 0.018135800 1.200E9  2.01588  0.02304091  ! L  7 R(4)   2 
#H2J3  1019.5022370 0.010475800 1.200E9  2.01588  0.02460346  ! L  7 P(3)   1b
#H2J6  1019.0189290 0.020495100 1.140E9  2.01588  0.01766495  ! L  8 R(6)   2 
#H2J7  1017.9765190 0.003739930 1.030E9  2.01588  0.01492525  ! L 10 P(7)   2 
#H2J5  1017.8319990 0.023887100 1.180E9  2.01588 -0.01364833  ! W  0 Q(5)   2 
#H2J3  1017.4231480 0.018384500 1.200E9  2.01588  0.02629246  ! L  7 R(3)   2 
#H2J4  1017.3855380 0.012276600 1.180E9  2.01588 -0.01330997  ! W  0 P(4)   1b
#H2J5  1017.0042950 0.011220200 1.140E9  2.01588  0.02029474  ! L  8 P(5)   1b
#H2J6  1016.7432810 0.005700760 1.180E9  2.01588 -0.01232471  ! W  0 R(6)   2 
#H2J2  1016.4612480 0.010232300 1.200E9  2.01588  0.02750099  ! L  7 P(2)   1b
#H2J7  1015.7496760 0.027070300 1.159E9  2.01588 -0.01223158  ! W  1 P(7)   2 
#H2J4  1014.9800600 0.023861700 1.180E9  2.01588 -0.01097807  ! W  0 Q(4)   2 
#H2J2  1014.9768460 0.018936500 1.200E9  2.01588  0.02871411  ! L  7 R(2)   1a
#H2J3  1014.5042250 0.011105000 1.180E9  2.01588 -0.01056398  ! W  0 P(3)   1a
#H2J1  1014.3272400 0.008982220 1.200E9  2.01588  0.02953792  ! L  7 P(1)   1a
#H2J5  1014.2424900 0.022917500 1.180E9  2.01588  0.00022003  ! W  0 R(5)   2 
#H2J5  1013.7065180 0.001160130 1.140E9  2.01588  0.01243063  ! L  8 R(5)   2 
#H2J1  1013.4370090 0.020504300 1.200E9  2.01588  0.03026841  ! L  7 R(1)   1a
#H2J0  1012.8130270 0.029702000 1.200E9  2.01588  0.03092982  ! L  7 R(0)   1a
#H2J3  1012.6795790 0.023830400 1.180E9  2.01588 -0.00878174  ! W  0 Q(3)   1a
#H2J4  1012.2624210 0.010754400 1.140E9  2.01588  0.02479431  ! L  8 P(4)   1b
#H2J2  1012.1694240 0.008783870 1.180E9  2.01588 -0.00830958  ! W  0 P(2)   1a
#H2J7  1012.1345520 0.036715400 1.159E9  2.01588 -0.01016654  ! W  1 Q(7)   2 
#H2J6  1011.8712330 0.008645030 1.070E9  2.01588  0.01872364  ! L  9 P(6)   2 
#H2J4  1011.8139090 0.011877400 1.180E9  2.01588 -0.00782388  ! W  0 R(4)   2 
#H2J2  1010.9384450 0.023809800 1.180E9  2.01588 -0.00709859  ! W  0 Q(2)   1a
#H2J3  1010.1302530 0.011181300 1.180E9  2.01588 -0.00631306  ! W  0 R(3)   1a
#H2J1  1009.7708760 0.023800700 1.180E9  2.01588 -0.00595909  ! W  0 Q(1)   1a
#H2J4  1009.7196320 0.014108100 1.140E9  2.01588  0.02664915  ! L  8 R(4)   2 
#H2J2  1009.0249210 0.011663600 1.180E9  2.01588 -0.00524664  ! W  0 R(2)   1a
#H2J0  1008.5519150 0.015349300 1.180E9  2.01588 -0.00476718  ! W  0 R(0)   1a
#H2J1  1008.4981810 0.012872200 1.180E9  2.01588 -0.00471844  ! W  0 R(1)   1a
#H2J6  1008.4289130 0.016407200 1.070E9  2.01588  0.02137208  ! L  9 R(6)   2 
#H2J3  1008.3861530 0.010429300 1.140E9  2.01588  0.02849467  ! L  8 P(3)   1a
#H2J3  1006.4141590 0.015714300 1.140E9  2.01588  0.03004038  ! L  8 R(3)   1a
#H2J5  1006.3431850 0.008633410 1.070E9  2.01588  0.02388888  ! L  9 P(5)   1b
#H2J2  1005.3932010 0.009910710 1.140E9  2.01588  0.03137464  ! L  8 P(2)   1a
#H2J2  1003.9854510 0.016616100 1.140E9  2.01588  0.03250586  ! L  8 R(2)   1a
#H2J5  1003.4284040 0.016497800 1.070E9  2.01588  0.02615952  ! L  9 R(5)   2 
#H2J1  1003.2966220 0.008465990 1.140E9  2.01588  0.03339412  ! L  8 P(1)   1a
#H2J1  1002.4520980 0.018231700 1.140E9  2.01588  0.03407534  ! L  8 R(1)   1a
#H2J6  1001.9117080 0.000262827 1.030E9  2.01588  0.00917942  ! L 10 P(6)   2 
#H2J0  1001.8238700 0.026767900 1.140E9  2.01588  0.03475253  ! L  8 R(0)   1a
#H2J4  1001.6557330 0.008691160 1.070E9  2.01588  0.02834180  ! L  9 P(4)   1b
#H2J6  1001.2081180 0.030534900 1.159E9  2.01588  0.00337501  ! W  1 P(6)   2 
#H2J4   999.2715011 0.016560300 1.070E9  2.01588  0.03021901  ! L  9 R(4)   2 
#H2J6   998.4283340 0.017881900 1.030E9  2.01588  0.02399851  ! L 10 R(6)   2 
#H2J6   998.3339404 0.036667400 1.159E9  2.01588 -0.00648190  ! W  1 Q(6)   2 
#H2J7   998.1118319 0.007129530 9.870E8  2.01588  0.01913197  ! L 11 P(7)   1b
#H2J3   997.8271764 0.008760950 1.070E9  2.01588  0.03202454  ! L  9 P(3)   1b
#H2J5   997.6413693 0.015193800 1.159E9  2.01588 -0.00470129  ! W  1 P(5)   1b
#H2J5   996.1247192 0.012743300 1.030E9  2.01588  0.02610094  ! L 10 P(5)   1b
#H2J3   995.9727840 0.016686300 1.070E9  2.01588  0.03349627  ! L  9 R(3)   1a
#H2J5   994.9243833 0.036610400 1.159E9  2.01588 -0.00320842  ! W  1 Q(5)   2 
#H2J2   994.8740844 0.008659180 1.070E9  2.01588  0.03488711  ! L  9 P(2)   1b
#H2J7   994.4540985 0.022760400 1.159E9  2.01588 -0.00417212  ! W  2 P(7)   2 
#H2J6   994.2604921 0.011534500 1.159E9  2.01588 -0.00231093  ! W  1 R(6)   2 
#H2J4   994.2299329 0.017000700 1.159E9  2.01588 -0.00228095  ! W  1 P(4)   1b
#H2J2   993.5506146 0.017043200 1.070E9  2.01588  0.03594442  ! L  9 R(2)   1a
#H2J5   993.4919225 0.020163400 1.030E9  2.01588  0.02801621  ! L 10 R(5)   2 
#H2J1   992.8096752 0.007698850 1.070E9  2.01588  0.03688977  ! L  9 P(1)   1a
#H2J4   992.0507667 0.036561500 1.159E9  2.01588 -0.00039590  ! W  1 Q(4)   2 
#H2J1   992.0163713 0.018259800 1.070E9  2.01588  0.03752654  ! L  9 R(1)   1a
#H2J6   991.9157478 0.006830920 9.870E8  2.01588  0.02490619  ! L 11 P(6)   1b
#H2J4   991.5338536 0.009919570 1.030E9  2.01588  0.03138155  ! L 10 P(4)   1b
#H2J3   991.3804624 0.015998600 1.159E9  2.01588  0.00039069  ! W  1 P(3)   1a
#H2J0   991.3789095 0.026124200 1.070E9  2.01588  0.03821743  ! L  9 R(0)   1a
#H2J5   991.3708012 0.009448330 1.159E9  2.01588  0.00122097  ! W  1 R(5)   2 
#H2J7   991.1634508 0.035310700 1.139E9  2.01588 -0.00182201  ! W  2 Q(7)   2 
#H2J3   989.7292921 0.036522700 1.159E9  2.01588  0.00191129  ! W  1 Q(3)   1a
#H2J4   989.5572714 0.031076600 1.030E9  2.01588  0.02068108  ! L 10 R(4)   2 
#H2J7   989.3198666 0.005959540 9.120E8  2.01588  0.02417375  ! L 13 P(7)   2 
#H2J2   989.0883868 0.012926100 1.159E9  2.01588  0.00259876  ! W  1 P(2)   1a
#H2J4   988.8709203 0.000740979 1.159E9  2.01588  0.01493980  ! W  1 R(4)   2 
#H2J7   988.8383291 0.003580140 9.480E8  2.01588  0.02121293  ! L 12 P(7)   1b
#H2J6   988.8135132 0.012214900 9.870E8  2.01588  0.02724831  ! L 11 R(6)   2 
#H2J2   987.9744540 0.036495800 1.159E9  2.01588  0.00367586  ! W  1 Q(2)   1a
#H2J3   987.7688241 0.008927930 1.030E9  2.01588  0.03515959  ! L 10 P(3)   1a
#H2J3   987.4486293 0.020784700 1.159E9  2.01588  0.00511604  ! W  1 R(3)   1a
#H2J1   986.7980045 0.036467300 1.159E9  2.01588  0.00486880  ! W  1 Q(1)   1a
#H2J5   986.5207361 0.006714920 9.870E8  2.01588  0.03003235  ! L 11 P(5)   1b
#H2J2   986.2440650 0.019522400 1.159E9  2.01588  0.00551177  ! W  1 R(2)   1a
#H2J3   985.9627886 0.008276550 1.030E9  2.01588  0.03558931  ! L 10 R(3)   1a
#H2J1   985.6442686 0.020708000 1.159E9  2.01588  0.00604040  ! W  1 R(1)   1a
#H2J0   985.6337086 0.024061400 1.159E9  2.01588  0.00602255  ! W  1 R(0)   1a
#H2J2   984.8639800 0.008170850 1.030E9  2.01588  0.03806275  ! L 10 P(2)   1a
#H2J5   983.8989560 0.012620200 9.870E8  2.01588  0.03203650  ! L 11 R(5)   1a
#H2J2   983.5910650 0.011574100 1.030E9  2.01588  0.03888367  ! L 10 R(2)   1a
#H2J1   982.8353313 0.006811200 1.030E9  2.01588  0.04004930  ! L 10 P(1)   1a
#H2J6   982.7268268 0.002573920 9.480E8  2.01588  0.02634450  ! L 12 P(6)   1b
#H2J1   982.0742671 0.013644700 1.030E9  2.01588  0.04058840  ! L 10 R(1)   1a
#H2J4   981.9484740 0.006707670 9.870E8  2.01588  0.03444786  ! L 11 P(4)   1b
#H2J0   981.4387073 0.020690300 1.030E9  2.01588  0.04134865  ! L 10 R(0)   1a
#H2J7   980.7583740 0.002929510 8.830E8  2.01588  0.02588968  ! L 14 P(7)   2 
#H2J6   980.5002618 0.023747000 1.139E9  2.01588  0.00066493  ! W  2 P(6)   2 
#H2J4   979.8051191 0.012781500 9.870E8  2.01588  0.03610218  ! L 11 R(4)   1a
#H2J6   979.7613250 0.013520000 9.480E8  2.01588  0.02940565  ! L 12 R(6)   2 
#H2J3   978.2180385 0.006735390 9.870E8  2.01588  0.03809495  ! L 11 P(3)   1a
#H2J6   977.7275235 0.035241000 1.139E9  2.01588  0.00206724  ! W  2 Q(6)   2 
#H2J5   977.4635735 0.000364005 9.480E8  2.01588  0.02751866  ! L 12 P(5)   1b
#H2J3   976.5528298 0.012898600 9.870E8  2.01588  0.03939034  ! L 11 R(3)   1a
#H2J5   976.5487606 0.025720800 1.139E9  2.01588  0.00841259  ! W  2 P(5)   1b
#H2J2   975.3457562 0.006643700 9.870E8  2.01588  0.04092386  ! L 11 P(2)   1a
#H2J7   975.3021030 0.015450300 1.121E9  2.01588  0.00268414  ! W  3 P(7)   2 
#H2J5   974.8864854 0.014233900 9.480E8  2.01588  0.03396998  ! L 12 R(5)   1a
#H2J5   974.2881746 0.035164300 1.139E9  2.01588  0.00551054  ! W  2 Q(5)   1a
#H2J2   974.1579092 0.013153700 9.870E8  2.01588  0.04185365  ! L 11 R(2)   1a
#H2J6   974.0520900 0.013670900 1.139E9  2.01588  0.00568077  ! W  2 R(6)   2 
#H2J6   973.8285619 0.005363020 9.120E8  2.01588  0.02989496  ! L 13 P(6)   1b
#H2J4   973.4523388 0.008552440 1.139E9  2.01588  0.01061912  ! W  2 P(4)   1a
#H2J1   973.3445791 0.005899120 9.870E8  2.01588  0.04289516  ! L 11 P(1)   1a
#H2J4   972.6906744 0.013558600 9.480E8  2.01588  0.03305977  ! L 12 P(4)   1b
#H2J1   972.6327502 0.014047800 9.870E8  2.01588  0.04345479  ! L 11 R(1)   1a
#H2J7   972.4406148 0.005581340 8.570E8  2.01588  0.02810778  ! L 15 P(7)   2 
#H2J7   972.2717527 0.027801100 1.121E9  2.01588  0.00497811  ! W  3 Q(7)   2 
#H2J0   971.9862388 0.020043000 9.870E8  2.01588  0.04416825  ! L 11 R(0)   1a
#H2J4   971.3896132 0.035096800 1.139E9  2.01588  0.00846055  ! W  2 Q(4)   1a
#H2J5   971.0749686 0.012117600 1.139E9  2.01588  0.00889150  ! W  2 R(5)   2 
#H2J6   970.9976216 0.007114210 9.120E8  2.01588  0.03201589  ! L 13 R(6)   2 
#H2J4   970.8381953 0.016038900 9.480E8  2.01588  0.03742072  ! L 12 R(4)   1a
#H2J3   970.5633192 0.013073600 1.139E9  2.01588  0.00992403  ! W  2 P(3)   1a
#H2J3   969.0898425 0.008160030 9.480E8  2.01588  0.04022253  ! L 12 P(3)   1a
#H2J3   969.0492173 0.035040600 1.139E9  2.01588  0.01087504  ! W  2 Q(3)   1a
#H2J4   968.6651077 0.010723600 1.139E9  2.01588  0.01202620  ! W  2 R(4)   2 
#H2J5   968.5566069 0.005096380 9.120E8  2.01588  0.03497826  ! L 13 P(5)   1b
#H2J2   968.2952162 0.011522400 1.139E9  2.01588  0.01184321  ! W  2 P(2)   1a
#H2J3   967.6769482 0.022760100 9.480E8  2.01588  0.03681687  ! L 12 R(3)   1a
#H2J2   967.2810978 0.035010900 1.139E9  2.01588  0.01271847  ! W  2 Q(2)   1a
#H2J3   966.7803539 0.006147920 1.139E9  2.01588  0.01789318  ! W  2 R(3)   1a
#H2J2   966.2754971 0.006496350 9.480E8  2.01588  0.04340505  ! L 12 P(2)   1a
#H2J5   966.1787113 0.008324360 9.120E8  2.01588  0.03677543  ! L 13 R(5)   2 
#H2J1   966.0960848 0.034981200 1.139E9  2.01588  0.01396322  ! W  2 Q(1)   1a
#H2J2   965.7954931 0.024047200 1.139E9  2.01588  0.01814876  ! W  2 R(2)   1a
#H2J6   965.4813947 0.002614460 8.830E8  2.01588  0.03144234  ! L 14 P(6)   2 
#H2J1   965.0648829 0.021925100 1.139E9  2.01588  0.01540176  ! W  2 R(1)   1a
#H2J2   965.0457440 0.001582920 9.480E8  2.01588  0.04040726  ! L 12 R(2)   1a
#H2J0   964.9839926 0.023955800 1.139E9  2.01588  0.01516367  ! W  2 R(0)   1a
#H2J7   964.7046128 0.002305950 8.290E8  2.01588  0.02937510  ! L 16 P(7)   2 
#H2J1   964.3106414 0.005028020 9.480E8  2.01588  0.04544644  ! L 12 P(1)   1a
#H2J4   964.0908922 0.004985460 9.120E8  2.01588  0.03935778  ! L 13 P(4)   1a
#H2J1   963.6080043 0.007073970 9.480E8  2.01588  0.04552063  ! L 12 R(1)   1a
#H2J0   962.9780025 0.013158600 9.480E8  2.01588  0.04661091  ! L 12 R(0)   1a
#H2J6   962.8212913 0.009358590 8.830E8  2.01588  0.03368526  ! L 14 R(6)   2 
#H2J4   962.1529720 0.008751050 9.120E8  2.01588  0.04082942  ! L 13 R(4)   1a
#H2J6   961.7037174 0.016503100 1.121E9  2.01588  0.00722576  ! W  3 P(6)   1b
#H2J3   960.450567  0.004932190 9.120E8  2.01588  0.04297335  ! L 13 P(3)   1b B10
#H2J5   960.2656387 0.002244040 8.830E8  2.01588  0.03624932  ! L 14 P(5)   2 
#H2J6   959.1523487 0.027708300 1.121E9  2.01588  0.00906590  ! W  3 Q(6)   2 
#H2J3   958.946624  0.008967150 9.120E8  2.01588  0.04411846  ! L 13 R(3)   1a B10
#H2J7   958.1900204 0.006152100 1.105E9  2.01588  0.00836457  ! W  4 P(7)   2 
#H2J5   958.0114044 0.009616790 8.830E8  2.01588  0.03836088  ! L 14 R(5)   2 
#H2J5   957.81887   0.016702900 1.121E9  2.01588  0.01144081  ! W  3 P(5)   1b B10
#H2J2   957.652228  0.004807760 9.120E8  2.01588  0.04577359  ! L 13 P(2)   1a B10
#H2J6   957.4102089 0.004353480 8.570E8  2.01588  0.03376881  ! L 15 P(6)   1b
#H2J7   956.9937259 0.007699990 8.110E8  2.01588  0.03107800  ! L 17 P(7)   2 
#H2J2   956.579917  0.009210980 9.120E8  2.01588  0.04659168  ! L 13 R(2)   1a B10
#H2J6   955.9774854 0.014762500 1.121E9  2.01588  0.01208778  ! W  3 R(6)   2 
#H2J4   955.8548301 0.001690720 8.830E8  2.01588  0.03998528  ! L 14 P(4)   1b
#H2J1   955.708153  0.004227580 9.120E8  2.01588  0.04771815  ! L 13 P(1)   1a B10
#H2J5   955.6805898 0.027631400 1.121E9  2.01588  0.01267422  ! W  3 Q(5)   2 
#H2J7   955.2620865 0.019768300 1.105E9  2.01588  0.01035250  ! W  4 Q(7)   2 
#H2J1   955.065759  0.009880090 9.120E8  2.01588  0.04820903  ! L 13 R(1)   1a B10
#H2J6   954.7021151 0.001142930 8.570E8  2.01588  0.03574293  ! L 15 R(6)   2 
#H2J4   954.47400   0.016717300 1.121E9  2.01588  0.01552446  ! W  3 P(4)   1b B10
#H2J0   954.413268  0.014158700 9.120E8  2.01588  0.04894292  ! L 13 R(0)   1a B10
#H2J4   954.0039129 0.010054300 8.830E8  2.01588  0.04226582  ! L 14 R(4)   2 
#H2J5   952.8046238 0.011660200 1.121E9  2.01588  0.01540740  ! W  3 R(5)   2 
#H2J4   952.75740   0.027557800 1.121E9  2.01588  0.01575800  ! W  3 Q(4)   2 B10
#H2J3   952.2741662 0.000657805 8.830E8  2.01588  0.04104973  ! L 14 P(3)   1b
#H2J5   952.2549629 0.003878510 8.570E8  2.01588  0.03881266  ! L 15 P(5)   1b
#H2J3   951.67184   0.016993800 1.121E9  2.01588  0.02096940  ! W  3 P(3)   1a B10
#H2J3   950.8186939 0.010920800 8.830E8  2.01588  0.04529959  ! L 14 R(3)   2 
#H2J3   950.397767  0.027502700 1.121E9  2.01588  0.01827700  ! W  3 Q(3)   1a B10
#H2J4   950.31519   0.010739300 1.121E9  2.01588  0.01829419  ! W  3 R(4)   1a B10
#H2J7   950.1237028 0.001800980 7.880E8  2.01588  0.03235406  ! L 18 P(7)   2 
#H2J5   950.0734412 0.004367620 8.570E8  2.01588  0.04044555  ! L 15 R(5)   2 
#H2J6   949.8399586 0.002135590 8.290E8  2.01588  0.03495694  ! L 16 P(6)   2 
#H2J2   949.61045   0.001421140 1.121E9  2.01588  0.02782290  ! W  3 P(2)   1a B10
#H2J2   949.3524584 0.009282580 8.830E8  2.01588  0.03930819  ! L 14 P(2)   1b
#H2J2   948.61582   0.027467100 1.121E9  2.01588  0.02019735  ! W  3 Q(2)   1a B10
#H2J2   948.4712500 0.012943100 8.830E8  2.01588  0.04715304  ! L 14 R(2)   1a
#H2J3   948.41978   0.010372300 1.121E9  2.01588  0.02071173  ! W  3 R(3)   1a B10
#H2J4   947.8878474 0.003654290 8.570E8  2.01588  0.04316527  ! L 15 P(4)   1b
#H2J1   947.5140330 0.003522350 8.830E8  2.01588  0.04972156  ! L 14 P(1)   1a
#H2J6   947.4337780 0.006092980 8.290E8  2.01588  0.03696031  ! L 16 R(6)   2 
#H2J1   947.421917  0.027438400 1.121E9  2.01588  0.02149264  ! W  3 Q(1)   1a B10
#H2J2   947.11165   0.009937950 1.121E9  2.01588  0.02287064  ! W  3 R(2)   1a B10
#H2J1   946.9803953 0.019657800 8.830E8  2.01588  0.04625180  ! L 14 R(1)   1a
#H2J0   946.42556   0.021622400 1.121E9  2.01588  0.03102591  ! W  3 R(0)   1a B10
#H2J1   946.384745  0.008074490 1.121E9  2.01588  0.02627974  ! W  3 R(1)   1a B10
#H2J0   946.1693058 0.001339580 8.830E8  2.01588  0.04247182  ! L 14 R(0)   1a
#H2J4   946.1227100 0.005333990 8.570E8  2.01588  0.04447549  ! L 15 R(4)   1a
#H2J6   944.7832395 0.009946920 1.105E9  2.01588  0.01295017  ! W  4 P(6)   2 
#H2J5   944.7205196 0.002031850 8.290E8  2.01588  0.03996189  ! L 16 P(5)   2 
#H2J3   944.3304600 0.003524690 8.570E8  2.01588  0.04676022  ! L 15 P(3)   1a
#H2J7   943.5471673 0.000004715 7.730E8  2.01588  0.03004227  ! L 19 P(7)   2 
#H2J3   942.9642200 0.005738220 8.570E8  2.01588  0.04776314  ! L 15 R(3)   1a
#H2J5   942.6878676 0.006238180 8.290E8  2.01588  0.04159919  ! L 16 R(5)   2 
#H2J6   942.4773643 0.004006910 8.110E8  2.01588  0.03665595  ! L 17 P(6)   2 
#H2J6   942.4151012 0.019679500 1.105E9  2.01588  0.01463426  ! W  4 Q(6)   2 
#H2J7   942.2336079 0.009522280 1.090E9  2.01588  0.01669738  ! W  5 P(7)   2 
#H2J2   941.5992145 0.003367920 8.570E8  2.01588  0.04954168  ! L 15 P(2)   1b
#H2J5   940.8829178 0.010547200 1.105E9  2.01588  0.01703590  ! W  4 P(5)   1b
#H2J2   940.6263700 0.006027920 8.570E8  2.01588  0.05024936  ! L 15 R(2)   1a
#H2J6   940.4915803 0.009934800 8.110E8  2.01588  0.03859103  ! L 17 R(6)   2 
#H2J4   940.3875416 0.001993230 8.290E8  2.01588  0.04428935  ! L 16 P(4)   1b
#H2J7   939.9791981 0.013319300 1.090E9  2.01588  0.01438179  ! W  5 Q(7)   2 
#H2J1   939.7067162 0.002913820 8.570E8  2.01588  0.05146650  ! L 15 P(1)   1a
#H2J1   939.1242124 0.006558200 8.570E8  2.01588  0.05188763  ! L 15 R(1)   1a
#H2J6   939.1141847 0.002699820 1.105E9  2.01588  0.01730411  ! W  4 R(6)   2 
#H2J5   938.9091177 0.019599500 1.105E9  2.01588  0.01840400  ! W  4 Q(5)   2 
#H2J4   938.7292102 0.006378000 8.290E8  2.01588  0.04556605  ! L 16 R(4)   2 
#H2J0   938.4677567 0.009510630 8.570E8  2.01588  0.05264552  ! L 15 R(0)   1a
#H2J4   937.5517552 0.010326800 1.105E9  2.01588  0.02058324  ! W  4 P(4)   1b
#H2J5   937.4427486 0.003082930 8.110E8  2.01588  0.04165374  ! L 17 P(5)   2 
#H2J3   936.8570921 0.002049890 8.290E8  2.01588  0.04791941  ! L 16 P(3)   1b
#H2J5   936.4662788 0.010982500 1.105E9  2.01588  0.02079095  ! W  4 R(5)   2 
#H2J4   935.9593845 0.019542100 1.105E9  2.01588  0.02161881  ! W  4 Q(4)   2 
#H2J6   935.6309835 0.001654640 7.880E8  2.01588  0.03786035  ! L 18 P(6)   2 
